name,is_male,is_fictional,age,is_married,is_turkish,from_movie,from_anime,from_tv_series,is_politician,is_actor,is_singer,is_sportsman,is_historical,popularity_score,height_cm,has_children,is_alive,birth_year,category,nationality,has_beard,wears_glasses,is_football_player,is_rapper,is_youtuber,known_for,is_director,is_model,is_comedian,is_tv_host,is_villain,is_superhero,burc,likes_strawberry_milk,has_dog,has_cat,favorite_food,spotify_listeners_million,played_for_galatasaray,played_for_fenerbahce,played_for_besiktas,played_for_real_madrid,won_ballon_dor,won_oscar,won_grammy,divorced,has_famous_partner,is_bald,has_tattoo,known_for_80s
Elon Musk,1,0,52,0,0,1,0,0,0,0,0,0,0,99,188,10,1,1971,İş Adamı,Güney Afrikalı,0,0,0,0,0,Tesla, SpaceX ve X sahibi,0,0,0,0,0,0,Cancer,0,0,0,Barbekü,0.0,0,0,0,0,0,0,0,1,1,1,0,0
Toygar Işıklı,1,0,52,1,1,0,0,1,0,0,1,0,0,76,175,1,1,1974,Müzisyen,Türk,1,0,0,0,0,"Ezel müzikleri, Yaprak Dökümü jeneriği, dizi soundtrackleri",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Özgü Namal,0,0,48,1,1,1,0,1,0,1,0,0,0,78,164,1,1,1978,Oyuncu,Türk,0,0,0,0,0,"Kurtlar Vadisi, Elif Eylül, Kızıl Goncalar",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Winter Soldier,1,1,100,0,0,1,0,0,0,0,0,0,0,96,183,0,1,1917,Anti-Kahraman,ABD,1,0,0,0,0,Bucky Barnes, metal kollu suikastçı,0,0,0,0,0,1,Pisces,0,0,0,Erik,0,0,0,0,0,0,0,0,0,0,0,0,0
Murat Kekilli,1,0,58,1,1,0,0,1,0,0,1,0,0,76,178,1,1,1968,Müzisyen,Türk,1,0,0,0,0,"Bu Akşam Ölürüm, Salını Salını, rock arabesk",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Erling Haaland,1,0,26,0,0,0,0,0,0,0,0,1,0,94,194,0,1,2000,Futbolcu,Norveçli,1,0,1,0,0,"Manchester City golleri, robot sevinci, Norveçli santrfor",0,0,0,0,0,0,İkizler,0,1,0,burger,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Deku,1,1,0,0,0,1,1,1,0,0,0,0,0,90,166,0,1,0,Anime Karakteri,Japon,0,0,0,0,0,"My Hero Academia, One For All, hero notebook",0,0,0,0,0,1,Oğlak,1,0,1,ramen,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Elçin Sangu,0,0,38,0,1,1,0,1,0,1,0,0,0,95,169,0,1,1985,Oyuncu,Türk,0,0,0,0,0,Kiralık Aşk Defne kızıl saçlı oyuncu,0,0,0,0,0,0,Leo,1,1,1,Pizza,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Adam,1,1,0,0,0,1,0,1,0,0,0,0,0,84,188,0,1,0,0,Kurgusal Kahraman,Amerikalı,1,0,0,0,0,"Shazam powers, Kahndaq ruler, antihero lightning",0,0,0,0,0,Aslan,0,1,0,sütlaç,1,0,0,0,0,0,0,0,0,0,0,1,0
Cengiz Bozkurt,1,0,59,1,1,1,0,1,0,1,0,0,0,92,170,2,1,1964,Oyuncu,Türk,1,0,0,0,0,Leyla ile Mecnun Erdal Bakkal,0,0,1,0,0,0,Capricorn,0,0,0,Bakkal bisküvisi,0,0,0,0,0,0,0,0,0,0,0,0,1
Ata Demirer Eyyvah Eyvah Hüseyin,1,1,45,0,1,1,0,0,0,0,0,0,0,72,180,0,1,0,Kurgusal Kahraman,Türk,1,0,0,0,0,"Eyyvah Eyvah, klarnetçi Hüseyin, Geyikli kasabası",0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
Donald Duck,1,1,0,0,0,1,0,1,0,0,0,0,0,92,70,0,1,0,Çizgi Karakter,Kurgusal,0,0,0,0,0,"angry quack, sailor shirt, Disney shorts",0,0,0,0,0,0,Oğlak,0,1,1,patates kızartması,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Alucard,1,1,500,0,0,0,1,0,0,0,0,0,0,94,198,0,1,1400,Anime,İngiliz,0,1,0,0,0,Hellsing, vampir avcısı vampir,0,0,0,0,0,1,Yay,0,0,0,Kan,0,0,0,0,0,0,0,0,0,0,0,1,0
Kanuni Sultan Süleyman,1,0,532,0,1,0,0,0,1,0,0,0,1,96,0,0,0,1494,Lider,Türk,1,0,0,0,0,"Mohaç Zaferi, Süleymaniye dönemi, Muhteşem Süleyman lakabı",0,0,0,0,0,0,Kova,1,1,0,pide,0.0,0,0,0,0,0,0,0,0,1,0,0,0
Kang the Conqueror,1,1,0,0,0,1,0,1,0,0,0,0,0,84,183,0,1,0,0,Kurgusal Kötü Adam,Amerikalı,1,0,0,0,0,"time variants, multiverse conquest, TVA conflict",0,0,0,0,1,Koç,0,0,0,pizza,0,0,0,0,0,0,0,0,0,0,0,1,0
Diego Maradona,1,0,66,0,0,0,0,0,0,0,0,1,0,100,165,1,1,1960,Futbolcu,Arjantinli,0,0,1,0,0,"Tanrı'nın Eli, Napoli efsanesi, 1986 Dünya Kupası",0,0,0,0,0,0,Yengeç,1,0,1,pasta,0.0,0,0,0,0,0,0,0,1,0,0,0,1
Furkan Palalı,1,0,40,0,1,1,0,1,0,1,0,0,0,74,190,0,1,1986,Oyuncu,Türk,1,0,0,0,0,"Bir Zamanlar Çukurova, No 309, Best Model",0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
Gonca Vuslateri,1,0,40,0,1,1,0,1,0,1,0,0,0,80,0,1,1,1986,Oyuncu,Türk,0,0,0,0,0,"Yalan Dünya Eylem, Anne, tiyatro, magazin/popüler kültür görünürlüğü",0,0,0,0,0,0,Yengeç,0,0,1,sarma,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Jafar,1,1,50,0,0,1,0,1,1,0,0,0,1,97,190,0,1,0,Villain,Arap,1,0,0,0,0,Alaaddin'in düşmanı kötü vezir,0,0,0,0,1,0,Balık,0,0,0,None,0.0,0,0,0,0,0,0,0,0,0,1,0,0
Che Guevara,1,0,39,1,0,1,0,0,1,0,0,0,1,99,175,5,0,1928,Devrimci,Arjantinli,1,0,0,0,0,Küba devrimi simgesi ve doktor,0,0,0,0,0,0,İkizler,0,1,0,Asado,0.0,0,0,0,0,0,0,0,1,1,0,1,0
Shoto Todoroki,1,1,16,0,0,0,1,1,0,0,0,0,0,81,176,0,1,0,Anime Karakteri,Kurgusal,0,0,0,0,0,"buz ve ateş, Endeavor'un oğlu, iki renkli saç",0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
Matt Damon,1,0,56,1,0,1,0,1,0,1,0,0,0,94,178,1,1,1970,Oyuncu,Amerikalı,0,0,0,0,0,"Jason Bourne, Good Will Hunting, Marslı",0,0,0,0,0,0,Oğlak,0,0,1,salad,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Carles Puyol,1,0,47,1,0,0,0,0,0,0,0,1,0,82,178,1,1,1978,Futbolcu,İspanyol,1,0,1,0,0,"Barcelona kaptanı, kıvırcık saç, savunma liderliği",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Poison Ivy,0,1,32,0,0,1,0,0,0,0,0,0,0,92,175,0,1,1988,Villain,ABD,0,0,0,0,0,Pamela Isley, bitki kraliçesi,0,0,0,0,1,0,Oğlak,0,0,0,Vegan,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin De Bruyne,1,0,35,0,0,0,0,0,0,0,0,1,0,90,181,1,1,1991,Futbolcu,Uluslararası,0,0,1,0,0,"Manchester City playmaker, Belgium assists, laser passes",0,0,0,0,0,0,Yengeç,0,0,1,pasta,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Farah Zeynep Abdullah,0,0,34,0,1,1,0,1,0,1,1,0,0,95,160,0,1,1989,Oyuncu,Türk,0,0,0,0,0,Öyle Bir Geçer Zaman Ki Aylin ve Bergen,0,0,0,0,0,0,Leo,1,1,1,Pizza,0.2,0,0,0,0,0,0,0,0,0,0,0,0
Toprak Razgatlıoğlu,1,0,27,0,1,0,0,0,0,0,0,1,0,94,182,0,1,1996,Motosiklet Yarışçısı,Türk,1,0,0,0,0,Dünya Superbike şampiyonu,0,0,0,0,0,0,Libra,0,1,0,Steak,0,0,0,0,0,0,0,0,0,0,0,0,0
Beast,1,1,0,0,0,1,0,1,0,0,0,0,0,88,210,0,1,0,Kurgusal Kahraman,Kurgusal,0,0,0,0,0,"Beauty and the Beast, cursed prince, enchanted rose",0,0,0,0,0,1,Yengeç,0,1,1,elmalı turta,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Ahsen Eroğlu,0,0,32,0,1,1,0,1,0,1,0,0,0,76,165,0,1,1994,Oyuncu,Türk,0,0,0,0,0,"Menajerimi Ara Dicle, Kuzgun, Kızlarım İçin",0,0,0,0,0,0,Boğa,0,0,1,mantı,0,0,0,0,0,0,0,0,0,0,0,0,0
Bülent İnal,1,0,50,1,1,0,0,1,0,1,0,0,0,92,184,1,1,1973,Oyuncu,Türk,1,0,0,0,0,Ihlamurlar Altında Yılmaz ve Payitaht Abdülhamid,0,0,0,0,0,0,Taurus,0,1,0,Kebap,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Ron Weasley,1,1,17,1,0,1,0,0,0,0,0,0,0,98,175,2,1,1980,Büyücü,İngiliz,0,0,0,0,0,Kızıl saçlı sadık dost,0,0,0,0,0,1,Pisces,0,1,0,Tavuk butu,0.0,0,0,0,0,0,0,0,0,1,0,0,0
Roy Mustang,1,1,30,1,0,0,1,0,0,0,0,0,0,94,173,0,1,1900,Anime,Amestris,0,0,0,0,0,Alev simyacısı,0,0,0,0,0,1,Yay,0,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Gerrard,1,0,46,1,0,0,0,0,0,0,0,1,0,90,183,0,1,1980,Futbolcu,İngiliz,1,0,1,0,0,"Liverpool kaptanı, İstanbul 2005, uzun şutlar",0,0,0,0,0,0,Aslan,1,1,0,pizza,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Sanji,1,1,0,0,0,1,1,1,0,0,0,0,0,90,180,0,1,0,Anime Karakteri,Japon,0,0,0,0,0,"One Piece, black leg kicks, cook of Straw Hats",0,0,0,0,0,1,Oğlak,0,0,1,waffle,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Swamp Thing,1,1,0,0,0,1,0,1,0,0,0,0,0,78,210,0,1,0,0,Kurgusal Kahraman,Amerikalı,1,0,0,0,0,"plant elemental, The Green, Louisiana swamp",0,0,0,0,0,İkizler,1,0,0,burger,1,0,0,0,0,0,0,0,0,0,0,0,0
Rıdvan Dilmen,1,0,64,1,1,0,0,0,0,0,0,1,0,84,167,0,1,1962,Futbolcu,Türk,0,0,1,0,0,"Şeytan lakabı, Fenerbahçe driblingleri, spor yorumculuğu",0,0,0,0,0,0,Başak,0,1,0,kuru fasulye,0.0,0,1,0,0,0,0,0,0,0,0,1,1
Wayne Rooney,1,0,41,1,0,0,0,0,0,0,0,1,0,90,176,0,1,1985,Futbolcu,İngiliz,1,1,1,0,0,"Manchester United gol rekoru, Everton çıkışı, röveşata golü",0,0,0,0,0,0,Yay,1,0,0,paella,0.0,0,0,0,0,0,0,0,0,0,0,1,0
MFÖ Özkan Uğur,1,0,73,1,1,1,0,1,0,1,1,0,0,86,170,1,0,1953,Müzisyen,Türk,1,0,0,0,0,"MFÖ, Ali Desidero, G.O.R.A. Garavel",0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
Marco Polo,1,0,70,1,0,1,0,0,0,0,0,0,1,94,175,3,0,1254,Gezgin,İtalyan,1,0,0,0,0,İpek Yolu gezgini ve kaşif,0,0,0,0,0,0,Virgo,0,0,0,Pasta,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrion Lannister,1,1,0,0,0,1,0,1,0,0,0,0,0,96,135,0,1,0,Dizi Karakteri,Kurgusal,0,0,0,0,0,"Game of Thrones, zeki cüce, şarap ve keskin sözler",0,0,0,0,0,0,Boğa,0,0,1,ramen,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Will Smith,1,0,58,1,0,1,0,1,0,1,0,0,0,96,188,1,1,1968,Oyuncu,Amerikalı,0,0,0,0,0,"Men in Black, Fresh Prince, Oscar tokadı",0,0,0,0,0,0,Oğlak,0,1,1,salad,0.0,0,0,0,0,0,1,0,0,0,1,0,1
Zendaya,0,0,27,0,0,1,0,1,0,1,1,0,0,98,178,0,1,1996,Oyuncu,ABD,0,0,0,0,0,Euphoria ve Dune, stil ikonu,0,1,0,0,0,0,Başak,0,1,0,Dondurma,0.0,0,0,0,0,0,0,0,0,1,0,0,0
Alina Boz,1,0,28,1,1,1,0,1,0,1,0,0,0,82,0,1,1,1998,Oyuncu,Türk,1,1,0,0,0,"Paramparça Hazal, Maraşlı Mahur, Aşk 101, magazin/popüler kültür görünürlüğü",0,0,0,0,0,0,Koç,0,0,0,çiğ köfte,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Cumali Koçovalı,1,1,40,1,1,0,0,1,0,0,0,0,0,76,180,1,1,0,Kurgusal Anti-Kahraman,Türk,1,0,0,0,0,"Çukur, Koçovalı ağabeyi, öfkeli mizacı",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Ceza,1,0,47,1,1,0,0,0,0,0,1,0,0,95,173,0,1,1977,Rapçi,Türk,0,0,0,1,0,Yerli Plaka ve Rapstar,0,0,0,0,0,0,Capricorn,0,0,0,Kebap,1.5,0,0,0,0,0,0,0,0,0,0,0,0
Norm Ender,1,0,39,0,1,0,0,0,0,0,1,0,0,93,178,0,1,1985,Rapçi,Türk,1,0,0,1,0,Eksik Etek ve Mekanın Sahibi,0,0,0,0,0,0,Aries,0,1,0,Kebap,1.2,0,0,0,0,0,0,0,0,0,0,1,0
Colin Farrell,1,0,49,0,0,1,0,1,0,1,0,0,0,82,178,1,1,1976,Oyuncu,İrlandalı,1,0,0,0,0,"The Banshees of Inisherin, The Penguin, In Bruges",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Robin van Persie,1,0,42,1,0,0,0,0,0,0,0,1,0,82,183,1,1,1983,Futbolcu,Hollandalı,0,0,1,0,0,"Arsenal, Manchester United, uçan kafa golü",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Busenaz Sürmeneli,1,0,28,0,1,0,0,0,0,0,0,1,0,86,170,0,1,1998,Sporcu,Türk,0,0,0,0,0,"boks olimpiyat altını, Trabzonlu şampiyon, kadın boks öncüsü",0,0,0,0,0,0,Akrep,0,0,1,balık,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kemal İnci,1,0,93,1,1,1,0,1,0,1,0,0,0,66,175,1,0,1933,Oyuncu,Türk,1,0,0,0,0,"Yeşilçam kötü adamları, Battal Gazi, Kara Murat",0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
Hulk,1,1,0,0,0,1,0,1,0,0,0,0,0,96,244,0,1,0,Marvel kahramanı,Kurgusal,1,0,0,0,0,"yeşil dev, Bruce Banner, öfke gücü",0,0,0,0,0,1,Aslan,1,0,1,salata,0,0,0,0,0,0,0,0,0,0,0,1,0
Uraz Kaygılaroğlu,1,0,36,0,1,1,0,1,0,1,0,0,0,94,188,1,1,1987,Oyuncu,Türk,1,1,0,0,0,Sefirin Kızı Gediz ve Pis Yedili,0,0,0,1,0,0,Cancer,0,1,0,Pizza,0,0,0,0,0,0,0,0,1,1,0,1,0
Jesse Pinkman,1,1,0,0,0,1,0,1,0,0,0,0,0,94,174,0,1,0,Dizi Karakteri,Kurgusal,0,1,0,0,0,"Breaking Bad, yo b*tch replikleri, Pinkman-Aaron Paul kültürü",0,0,0,0,0,0,Yay,0,0,0,balık,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Bergüzar Korel,0,0,41,1,1,1,0,1,0,1,0,0,0,95,180,3,1,1982,Oyuncu,Türk,0,0,0,0,0,Binbir Gece Şehrazat ve Halit Ergenç eşi,0,0,0,0,0,0,Virgo,0,1,1,Zeytinyağlılar,0.0,0,0,0,0,0,0,0,1,1,0,0,0
Boran Kuzum,1,0,34,0,1,1,0,1,0,1,0,0,0,80,0,0,1,1992,Oyuncu,Türk,1,0,0,0,0,"Vatanım Sensin Leon, Hakan Muhafız, Saygı, magazin/popüler kültür görünürlüğü",0,0,0,0,0,0,İkizler,0,1,0,kuru fasulye,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Joey Tribbiani,1,1,30,0,0,0,0,1,0,1,0,0,0,98,178,0,1,1968,Aktör,ABD,0,0,0,0,0,How you doin'?,0,0,0,0,0,0,Capricorn,0,0,0,Pizza,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Kenan İmirzalıoğlu,1,0,49,1,1,1,0,1,0,1,0,0,0,98,192,2,1,1974,Oyuncu,Türk,1,0,0,0,0,Ezel ve Kim Milyoner Olmak İster sunucusu,0,1,0,1,0,0,Gemini,0,1,0,Etli Ekmek,0,0,0,0,0,0,0,0,0,1,0,0,1
Michael Scott,1,1,45,1,0,0,0,1,0,0,0,0,0,99,175,2,1,1964,Yönetici,ABD,0,0,0,0,0,The Office Dunder Mifflin müdürü,0,0,0,1,0,0,Pisces,0,0,0,Fettuccine,0.0,0,0,0,0,0,0,0,1,0,1,0,0
Ms. Marvel,0,1,16,0,0,1,0,1,0,0,0,0,0,76,163,0,1,0,Kurgusal Kahraman,Pakistanlı-Amerikalı,0,0,0,0,0,"Kamala Khan, bileklik gücü, Jersey City",0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
Şener Şen,1,0,82,0,1,1,0,1,0,1,0,0,0,97,175,1,1,1941,Oyuncu,Türk,0,0,0,0,0,Ziya, Badi Ekrem,0,0,1,0,0,0,Capricorn,0,0,0,Lakerda,0,0,0,0,0,0,0,0,0,0,0,0,1
Metin Oktay,1,0,90,1,1,0,0,0,0,0,0,1,0,92,177,0,1,1936,Futbolcu,Türk,0,0,1,0,0,"Taçsız Kral, Galatasaray efsanesi, ağları yırtan şut",0,0,0,0,0,0,Başak,0,0,0,kuru fasulye,0.0,1,0,0,0,0,0,0,0,0,0,0,1
Sedef Avcı,1,0,44,0,1,1,0,1,0,1,0,0,0,78,0,0,1,1982,Oyuncu,Türk,1,0,0,0,0,"Menekşe ile Halil, Ezel Bahar, Kıvanç Kasabalı evliliği",0,1,1,0,0,0,İkizler,1,0,0,baklava,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Engin Günaydın,1,0,54,0,1,1,0,1,0,1,0,0,0,88,0,1,1,1972,Oyuncu,Türk,0,0,0,0,0,"Avrupa Yakası Burhan Altıntop, Vavien, Galip Derviş, magazin/popüler kültür görünürlüğü",0,0,0,0,0,0,Yengeç,1,1,1,kebap,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ewan McGregor,1,0,55,1,0,1,0,1,0,1,0,0,0,88,177,0,1,1971,Oyuncu,İskoç,0,0,0,0,0,"Obi-Wan Kenobi, Trainspotting, Moulin Rouge",0,0,0,0,0,0,Başak,0,1,0,risotto,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Serhat Tutumluer,1,0,53,1,1,1,0,1,0,1,0,0,0,68,180,1,1,1972,Oyuncu,Türk,1,0,0,0,0,"Böyle Bitmesin, Vatanım Sensin, Hercai",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
All Might,1,1,0,0,0,1,1,1,0,0,0,0,0,90,220,0,1,0,Anime Karakteri,Japon,1,0,0,0,0,"My Hero Academia, Symbol of Peace, Detroit Smash",0,0,0,0,0,1,İkizler,0,0,0,dondurma,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,1,1,0,0,0,1,0,1,0,0,0,0,0,88,178,0,1,0,Marvel kahramanı,Kurgusal,1,0,0,0,0,"Scott Lang, küçülme teknolojisi, karınca kontrolü",0,0,0,0,0,1,Boğa,0,1,1,baklava,0,0,0,0,0,0,0,0,0,0,0,1,0
Fuat Güner,1,0,78,1,1,0,0,0,0,0,1,0,0,80,0,1,1,1948,Müzisyen,Türk,1,1,0,0,0,"MFÖ, Ele Güne Karşı, Peki Peki Anladık, magazin/popüler kültür görünürlüğü",0,0,0,0,0,0,Koç,0,1,0,kebap,7.3,0,0,0,0,0,0,0,1,0,0,1,1
Selçuk Yöntem,1,0,73,0,1,1,0,1,0,1,0,0,0,84,178,0,1,1953,Oyuncu,Türk,1,0,0,0,0,"Aşk-ı Memnu Adnan Ziyagil, Kim Milyoner Olmak İster, Kurtlar Vadisi",0,0,0,0,0,0,İkizler,0,1,0,lahmacun,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Türkan Şoray,1,0,81,1,1,1,0,1,0,1,0,0,0,94,0,0,1,1945,Oyuncu,Türk,0,0,0,0,0,"Sultan lakabı, Selvi Boylum Al Yazmalım, Yeşilçam kuralları, magazin/popüler kültür görünürlüğü",0,0,0,0,0,0,Başak,1,0,0,zeytinyağlı dolma,0.0,0,0,0,0,0,0,0,0,1,0,0,1
Orkun Işıtmak,1,0,28,1,1,1,0,0,0,1,0,0,0,93,181,0,1,1996,Youtuber,Türk,0,0,0,0,1,Eğlence ve challenge videoları,0,0,0,0,0,0,Capricorn,1,1,0,Burger,0.0,0,0,0,0,0,0,0,0,1,0,0,0
Nezuko Kamado,0,1,0,0,0,0,1,1,0,0,0,0,0,90,153,0,1,0,0,Anime Karakteri,Japon,0,0,0,0,0,"Demon Slayer, bambu ağızlık, demon formu",0,0,0,0,0,Oğlak,0,1,1,sushi,0,0,0,0,0,0,0,0,0,0,0,0,0
Paolo Maldini,1,0,58,1,0,0,0,0,0,0,0,1,0,92,186,0,1,1968,Futbolcu,İtalyan,0,0,1,0,0,"Milan efsanesi, sol bek-stoper zarafeti, tek kulüp ikonu",0,0,0,0,0,0,Başak,0,0,0,steak,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Hugh Jackman,1,0,55,0,0,1,0,0,0,1,0,0,0,98,188,2,1,1968,Oyuncu,Avustralya,1,0,0,0,0,Wolverine Logan ve müzikaller,0,0,0,0,0,1,Terazi,0,1,0,Steak,0.0,0,0,0,0,0,0,0,1,1,0,1,0
Can Bonomo,1,0,36,1,1,0,0,1,0,0,1,0,0,92,178,1,1,1987,Şarkıcı,Türk,1,0,0,0,0,Eurovision Love Me Back,0,0,0,0,0,0,Taurus,0,1,1,Meze,1.2,0,0,0,0,0,0,0,0,1,0,1,0
Mehmet Aslantuğ,1,0,65,0,1,1,0,1,0,1,0,0,0,84,0,0,1,1961,Oyuncu,Türk,0,0,0,0,0,"Sıcak Saatler, Arzum Onan evliliği, Hanımın Çiftliği",0,0,1,0,0,0,Balık,0,1,0,lahmacun,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Mahsun Kırmızıgül,1,0,54,0,1,1,0,1,0,1,1,0,0,95,182,3,1,1969,Sanatçı,Türk,1,0,0,0,0,Mucize ve Beyaz Melek yönetmeni,1,0,0,0,0,0,Aries,0,0,0,İçli Köfte,0.8,0,0,0,0,0,0,0,1,1,0,1,1
Keanu Reeves,1,0,62,0,0,1,0,1,0,1,0,0,0,98,186,0,1,1964,Oyuncu,Kanadalı,1,0,0,0,0,"The Matrix Neo, John Wick, internetin iyi adamı imajı",0,0,0,0,0,0,Kova,0,1,0,hot dog,0.0,0,0,0,0,0,0,0,0,1,0,0,1
Özge Gürel,0,0,39,0,1,1,0,1,0,1,0,0,0,84,0,1,1,1987,Oyuncu,Türk,0,0,0,0,0,"Kiraz Mevsimi Öykü, Can Yaman dizileri, Serkan Çayoğlu evliliği",0,0,1,0,0,0,Terazi,1,0,0,lahmacun,0.0,0,0,0,0,0,0,0,1,0,0,0,0
Frank Lampard,1,0,48,0,0,0,0,0,0,0,0,1,0,88,184,0,1,1978,Futbolcu,İngiliz,0,0,1,0,0,"Chelsea orta sahası, golcü midfielder, teknik direktörlük",0,0,0,0,0,0,Balık,0,1,0,pasta,0.0,0,0,0,0,0,0,0,0,0,0,0,0
İlker Kaleli,1,0,42,1,1,1,0,1,0,1,0,0,0,84,0,0,1,1984,Oyuncu,Türk,1,1,0,0,0,"Poyraz Karayel, Dip, Silsile, magazin/popüler kültür görünürlüğü",0,0,0,0,0,0,Aslan,0,1,0,pide,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Elastigirl,0,1,38,1,0,1,0,0,0,0,0,0,0,95,172,3,1,2004,Süper Kahraman,ABD,0,0,0,0,0,Helen Parr, esnek süper anne,0,0,0,0,0,1,Terazi,0,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0
Mevlana Celaleddin Rumi,1,0,819,1,0,0,0,0,0,0,0,0,1,95,170,1,0,1207,Şair/Mutasavvıf,Anadolu/İran,1,0,0,0,0,"Mesnevi, Sema",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Demet Akbağ,0,0,64,1,1,1,0,1,0,1,0,0,0,97,174,1,1,1959,Oyuncu,Türk,0,0,0,0,0,Bir Demet Tiyatro Lütfiye ve Eyvah Eyvah,0,0,1,1,0,0,Capricorn,0,1,0,Meze,0,0,0,0,0,0,0,0,1,0,0,0,1
Emre Belözoğlu,1,0,43,1,1,1,0,0,0,0,0,1,0,94,170,3,1,1980,Teknik Direktör,Türk,0,0,1,0,0,Inter ve Fenerbahçe efsane orta sahası,1,0,0,0,0,0,Virgo,0,0,0,Lahmacun,0,1,1,0,0,0,0,0,1,1,0,0,0
Rivaldo,1,0,54,1,0,0,0,1,0,0,0,1,0,88,186,2,1,1972,Futbolcu,Uluslararası,1,0,1,0,0,"Barcelona bicycle kick, Brazil 2002, Ballon d'Or 1999",0,0,0,0,0,0,Boğa,1,0,1,sushi,0.0,0,0,1,0,0,0,0,0,0,0,1,0
Megumi Fushiguro,1,1,0,0,0,0,1,1,0,0,0,0,0,84,175,0,1,0,0,Anime Karakteri,Japon,0,0,0,0,0,"Jujutsu Kaisen, Ten Shadows Technique, shikigami",0,0,0,0,0,Aslan,0,1,0,ramen,0,0,0,0,0,0,0,0,0,0,0,0,0
Gojo Satoru,1,1,28,0,0,0,1,0,0,0,0,0,0,99,190,0,1,1996,Anime,Japon,0,1,0,0,0,Jujutsu Kaisen, en güçlü büyücü,0,0,0,0,0,1,Yay,1,0,0,Tatlılar,0,0,0,0,0,0,0,0,0,0,0,0,0
Joaquin Phoenix,1,0,49,1,0,1,0,0,0,1,0,0,0,98,173,1,1,1974,Oyuncu,ABD,1,0,0,0,0,Joker ve Gladiator Commodus,0,0,0,0,1,0,Akrep,1,1,1,Vegan yemekler,0.0,0,0,0,0,0,1,0,0,1,0,1,1
Emily Blunt,0,0,43,1,0,1,0,1,0,1,0,0,0,86,171,2,1,1983,Oyuncu,Amerikalı,0,0,0,0,0,"The Devil Wears Prada Emily, A Quiet Place, Edge of Tomorrow",0,0,0,0,0,0,Başak,0,0,0,steak,0.0,0,0,0,0,0,0,0,0,1,0,0,0
Leyla Tekin,0,1,25,0,1,0,0,1,0,0,0,0,0,76,167,0,1,0,Kurgusal Kahraman,Türk,0,0,0,0,0,"Yaprak Dökümü, Oğuz ilişkisi, aile dramı",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Henry Cavill,1,0,43,1,0,1,0,1,0,1,0,0,0,94,0,0,1,1983,Oyuncu,İngiliz,0,0,0,0,0,"Superman, The Witcher Geralt, PC toplama videosu",0,0,0,0,0,0,Boğa,0,0,1,sushi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kartal Tibet,1,0,88,1,1,1,0,1,0,1,0,0,0,78,181,1,0,1938,Oyuncu,Türk,0,0,0,0,0,"Tarkan filmleri, Karaoğlan, Tosun Paşa yönetmenliği",1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
